City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
466,Kurilsk,RU,45.2333,147.8833,33.31,66,99,4.7,overcast clouds
467,Honningsvag,NO,70.9821,25.9704,37.56,86,100,15.99,light rain
468,Boa Vista,BR,2.8197,-60.6733,87.8,51,75,8.05,broken clouds
469,Nuuk,GL,64.1835,-51.7216,1.4,66,40,26.46,scattered clouds
470,Goure,NE,13.9835,10.2704,70.48,15,0,10.49,clear sky
471,Jalingo,NG,8.8833,11.3667,85.15,17,25,6.78,scattered clouds
472,Fukue,JP,32.6881,128.8419,61.86,93,100,22.62,light rain
473,Gornopravdinsk,RU,60.05,69.9,20.17,94,100,7.83,overcast clouds
474,Kulevcha,UA,46.0303,29.9361,43.56,78,82,6.91,broken clouds
475,Cabildo,AR,-38.4842,-61.8954,62.01,67,0,1.99,clear sky
476,San Jose,US,37.3394,-121.895,78.01,20,1,11.5,clear sky
477,Prieska,ZA,-29.6641,22.7474,66.83,41,0,13.62,clear sky
478,Trelaze,FR,47.45,-0.4667,45.0,93,0,1.14,clear sky
479,Ketchikan,US,55.3422,-131.6461,42.8,100,90,17.27,moderate rain
480,Khromtau,KZ,50.2503,58.4347,19.99,91,96,8.84,overcast clouds
481,Chifeng,CN,42.2683,118.9636,42.6,35,85,22.32,overcast clouds
482,Kamenka,RU,51.3223,42.7678,35.01,85,100,7.05,snow
483,Mogadishu,SO,2.0371,45.3438,80.35,82,97,16.22,overcast clouds
484,Maromitsa,RU,59.8683,48.0123,10.67,99,59,2.98,broken clouds
485,Huangmei,CN,30.1924,116.025,55.76,90,0,3.27,clear sky
486,Cockburn Town,TC,21.4612,-71.1419,78.8,69,40,11.5,scattered clouds
487,Portland,US,45.5234,-122.6762,63.0,47,40,4.61,scattered clouds
488,Eyl,SO,7.9803,49.8164,78.04,81,79,12.93,broken clouds
489,Rypefjord,NO,70.6333,23.6667,37.4,75,90,10.36,overcast clouds
490,Flinders,AU,-34.5833,150.8552,66.99,86,12,1.01,few clouds
491,Sovetskiy,RU,61.3614,63.5842,17.62,95,55,6.33,broken clouds
492,Dudinka,RU,69.4058,86.1778,-5.75,97,12,7.11,few clouds
493,Hualmay,PE,-11.0964,-77.6139,72.75,75,19,7.07,few clouds
494,Lumberton,US,34.6182,-79.0086,84.2,65,75,9.22,broken clouds
495,Vaitape,PF,-16.5167,-151.75,82.49,73,35,21.18,scattered clouds
496,Dillon,US,34.4166,-79.3712,86.0,51,40,8.05,scattered clouds
497,Yenagoa,NG,4.9247,6.2642,78.75,86,100,4.56,overcast clouds
498,Asfi,MA,32.2994,-9.2372,60.87,83,57,11.54,broken clouds
499,Itaituba,BR,-4.2761,-55.9836,89.6,62,40,8.05,scattered clouds
500,Gorgan,IR,36.8387,54.4348,51.8,93,90,18.41,overcast clouds
501,Pevek,RU,69.7008,170.3133,-12.75,94,71,5.19,broken clouds
502,Atar,MR,20.5169,-13.0499,81.07,17,0,5.82,clear sky
503,Meulaboh,ID,4.1363,96.1285,75.7,90,80,5.08,broken clouds
504,Alice Springs,AU,-23.7,133.8833,68.0,77,28,4.61,scattered clouds
505,Maningrida,AU,-12.0667,134.2667,77.92,89,91,8.59,overcast clouds
506,Geraldton,AU,-28.7667,114.6,60.8,77,6,8.05,clear sky
507,Antequera,ES,37.0194,-4.5612,61.0,82,75,3.44,broken clouds
508,Lorengau,PG,-2.0226,147.2712,81.23,83,96,8.16,overcast clouds
509,Makueni,KE,-1.8041,37.6203,66.97,75,99,1.39,overcast clouds
510,Verkhoyansk,RU,67.5447,133.385,-0.45,98,100,2.93,overcast clouds
511,Magdalena,PH,14.1999,121.429,82.0,77,98,3.36,overcast clouds
512,Dickinson,US,29.4608,-95.0513,82.99,65,75,23.02,broken clouds
513,Maceio,BR,-9.6658,-35.7353,75.2,94,90,6.91,mist
514,Bilaspur,IN,22.0833,82.15,73.11,17,0,3.74,clear sky
515,Cocorit,MX,27.5833,-109.9667,80.6,12,1,14.97,clear sky
516,San Vicente De Canete,PE,-13.0751,-76.3835,73.72,74,18,6.02,few clouds
517,Darnah,LY,32.767,22.6367,55.8,69,3,11.63,clear sky
518,Atakpame,TG,7.5333,1.1333,77.4,75,34,5.08,scattered clouds
519,Mountain Home,US,43.133,-115.6912,59.0,29,1,12.66,clear sky
520,Butajira,ET,8.1167,38.3667,62.51,30,100,6.51,overcast clouds
521,Hurricane,US,37.1753,-113.2899,68.0,20,1,3.44,clear sky
522,Lensk,RU,60.7253,114.9278,11.48,95,96,4.36,overcast clouds
523,Salinas,US,36.6777,-121.6555,78.8,21,1,4.61,clear sky
524,Taywarah,AF,33.35,64.4167,51.53,36,80,5.97,broken clouds
525,Quelimane,MZ,-17.8786,36.8883,82.4,83,40,2.3,moderate rain
526,Roscommon,IE,53.6333,-8.1833,49.75,90,100,24.63,light rain
527,Port-Gentil,GA,-0.7193,8.7815,78.8,89,20,4.61,few clouds
528,Arica,CL,-18.475,-70.3042,73.4,60,0,11.5,clear sky
529,Vanimo,PG,-2.6741,141.3028,78.67,86,100,3.8,overcast clouds
530,Severo-Kurilsk,RU,50.6789,156.125,26.85,82,100,35.66,light snow
531,Sainte-Maxime,FR,43.3,6.6333,55.99,82,0,11.03,clear sky
532,Tongchuan,CN,35.0806,109.0897,53.94,35,0,6.06,clear sky
533,Estelle,US,29.8458,-90.1067,82.99,83,75,14.97,broken clouds
534,Aleksandrov Gay,RU,50.147,48.5704,35.13,97,100,7.7,overcast clouds
535,North Bend,US,43.4065,-124.2243,68.0,72,1,11.5,clear sky
536,Pangnirtung,CA,66.1451,-65.7125,-9.17,87,93,2.35,overcast clouds
537,Phangnga,TH,8.4509,98.5298,80.6,78,40,1.14,scattered clouds
538,Vila,PT,42.0304,-8.1588,52.0,66,0,4.0,clear sky
539,Kimparana,ML,12.8347,-4.9244,90.84,11,14,13.33,few clouds
540,Margate,GB,51.3813,1.3862,46.99,74,100,1.99,overcast clouds
541,Kembe,CF,4.6228,21.8865,71.87,77,68,2.51,broken clouds
542,Ewa Beach,US,21.3156,-158.0072,82.4,51,1,12.66,clear sky
543,Tera,NE,14.0078,0.7531,81.12,9,4,10.8,clear sky
544,Balaka,MW,-14.9793,34.9558,67.51,94,18,3.69,few clouds
545,Waingapu,ID,-9.6567,120.2641,77.94,83,94,4.74,heavy intensity rain
546,Bandarbeyla,SO,9.4942,50.8122,78.49,79,26,11.59,scattered clouds
547,Fort Nelson,CA,58.8053,-122.7002,41.0,42,75,10.36,broken clouds
548,Khalkhal,IR,37.6189,48.5258,29.95,68,43,2.53,light snow
549,Ankara,TR,39.9199,32.8543,36.0,80,0,2.55,clear sky
550,Sioux Lookout,CA,50.1001,-91.917,35.6,41,75,11.5,broken clouds
551,Micheweni,TZ,-4.9667,39.8333,80.85,68,100,3.67,overcast clouds
552,Gunjur,GM,13.2019,-16.7339,71.6,73,3,11.5,clear sky
553,Rio Gallegos,AR,-51.6226,-69.2181,69.8,35,40,20.71,light rain
554,Arkhipo-Osipovka,RU,44.37,38.52,44.19,81,81,11.03,light rain
555,Lake City,US,30.1897,-82.6393,87.8,45,1,5.75,clear sky
556,Ballitoville,ZA,-29.539,31.2144,71.01,68,0,10.36,light rain
557,Slave Lake,CA,55.2834,-114.769,44.6,49,90,5.75,overcast clouds
558,Caraquet,CA,47.7941,-64.9386,24.8,74,100,6.91,overcast clouds
559,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,79.27,93,76,1.79,broken clouds
560,Qaqortoq,GL,60.7167,-46.0333,10.4,40,75,3.44,broken clouds
561,Komsomolskiy,UZ,40.4272,71.7189,55.4,82,90,2.3,light rain
562,At-Bashi,KG,41.1702,75.8106,37.63,96,100,2.57,light rain
563,Loa Janan,ID,-0.583,117.095,72.5,98,95,1.9,moderate rain
564,Saint-Pierre,RE,-21.3393,55.4781,77.0,83,0,6.91,clear sky
565,Rexburg,US,43.826,-111.7897,48.2,43,90,8.05,overcast clouds
566,Westport,US,41.1415,-73.3579,63.0,55,1,10.36,clear sky
567,Soyo,AO,-6.1349,12.3689,80.6,81,84,10.45,broken clouds
568,Salina,US,38.8403,-97.6114,61.0,48,75,24.16,broken clouds
569,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.38,95,45,1.36,scattered clouds
570,Penzance,GB,50.1186,-5.5371,50.0,81,75,25.32,broken clouds
571,Brigantine,US,39.4101,-74.3646,62.6,48,1,10.36,clear sky
572,Putyatino,RU,54.16,41.1169,31.75,90,99,4.65,overcast clouds
573,Harper,LR,4.375,-7.7169,78.12,87,5,4.43,clear sky
574,Soe,ID,-9.8607,124.284,66.4,95,94,3.22,overcast clouds
575,Bonavista,CA,48.6499,-53.1147,28.0,86,100,11.5,overcast clouds
576,Fergus Falls,US,46.283,-96.0776,41.0,75,75,6.91,broken clouds
577,Mayumba,GA,-3.432,10.6554,80.6,84,94,5.44,overcast clouds
578,Belmonte,BR,-15.8631,-38.8828,80.6,69,0,8.05,clear sky
579,Baoding,CN,38.8511,115.4903,53.26,83,70,7.65,broken clouds
580,Angoche,MZ,-16.2325,39.9086,78.26,84,6,6.02,clear sky
581,Abu Dhabi,AE,24.4667,54.3667,78.8,50,0,3.44,clear sky
582,Seymchan,RU,62.8833,152.4333,-11.02,98,90,1.77,overcast clouds
583,Port-Cartier,CA,50.0334,-66.8654,28.0,50,40,8.05,scattered clouds
584,Ust-Tsilma,RU,65.441,52.1498,15.6,96,57,5.35,broken clouds
585,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,67.12,98,100,6.49,moderate rain
586,Fare,PF,-16.7,-151.0167,82.27,74,32,21.88,light rain
587,Santa Cruz Do Rio Pardo,BR,-22.8989,-49.6325,76.44,69,22,3.53,moderate rain
588,Srednekolymsk,RU,67.45,153.6833,-5.48,85,96,2.15,overcast clouds
589,Kununurra,AU,-15.7667,128.7333,78.8,100,90,2.3,overcast clouds
590,Avera,US,33.194,-82.5271,84.2,54,1,8.05,clear sky
591,Richmond,US,37.5538,-77.4603,70.0,49,90,12.66,heavy intensity rain
592,Elko,US,41.0002,-115.5012,57.99,26,1,4.61,clear sky
593,Baykit,RU,61.67,96.37,16.05,98,99,1.03,overcast clouds
594,Bilma,NE,18.6853,12.9164,72.03,16,0,10.71,clear sky
595,Kolokani,ML,13.5728,-8.0339,83.26,9,6,7.0,clear sky
596,Kinwat,IN,19.6333,78.2,81.09,15,0,2.44,clear sky
597,Cashel,IE,52.5158,-7.8856,50.0,88,100,11.99,overcast clouds
598,Jalu,LY,29.0331,21.5482,55.99,37,0,7.31,clear sky
599,Olinda,BR,-8.0089,-34.8553,78.8,73,20,8.05,few clouds
600,West Wendover,US,40.7391,-114.0733,55.4,30,1,8.05,clear sky
601,Buraydah,SA,26.326,43.975,62.6,45,0,12.66,clear sky
602,Maltahohe,NA,-24.8333,16.9833,66.76,32,0,10.29,clear sky
603,Clarksdale,US,34.2001,-90.5709,80.6,69,100,18.41,overcast clouds
604,Zabol,AF,32.25,67.25,61.12,31,1,10.69,clear sky
605,Puerto Varas,CL,-41.3195,-72.9854,64.4,59,0,13.8,clear sky
606,Colares,PT,38.7992,-9.4469,62.01,59,25,10.0,scattered clouds
607,Matagami,CA,49.7502,-77.6328,39.2,28,1,5.75,clear sky
608,Zelenoborskiy,RU,66.845,32.3622,36.0,96,100,9.04,overcast clouds
609,Sosnytsya,UA,51.5239,32.4999,41.27,84,98,6.04,overcast clouds
610,Manokwari,ID,-0.8667,134.0833,76.66,92,100,9.06,light rain
611,Hays,US,30.0502,-98.0336,84.0,57,75,9.22,broken clouds
612,Tokur,RU,53.1333,132.9,18.66,96,95,2.15,overcast clouds
613,Malanje,AO,-9.5402,16.341,63.28,95,71,2.95,broken clouds
614,Wagar,SD,16.1525,36.2032,71.58,64,3,16.73,clear sky
615,Halifax,CA,44.6453,-63.5724,32.0,74,96,13.8,overcast clouds
616,Usinsk,RU,65.9939,57.5281,20.1,87,99,15.97,overcast clouds
617,San Quintin,MX,30.4833,-115.95,66.81,37,0,11.3,clear sky
618,Bulle,CH,46.6195,7.0567,37.0,78,22,1.99,few clouds
619,Pirayu,PY,-25.4833,-57.2333,78.8,83,75,12.66,broken clouds
620,Panzhihua,CN,26.5851,101.7128,53.01,50,0,2.68,clear sky
621,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,11.5,scattered clouds
622,Aklavik,CA,68.2191,-135.0107,-4.0,65,40,8.05,scattered clouds
623,Kailua,US,21.4022,-157.7394,80.6,50,40,16.11,scattered clouds
624,Vicksburg,US,32.3526,-90.8779,87.8,61,20,9.22,few clouds
625,Kuching,MY,1.55,110.3333,77.0,94,40,2.46,scattered clouds
626,Yar-Sale,RU,66.8333,70.8333,-12.15,100,60,3.4,broken clouds
627,Lampazos De Naranjo,MX,27.0167,-100.5167,95.85,11,3,14.12,clear sky
628,Springville,US,40.1652,-111.6107,53.01,43,1,4.61,clear sky
629,Tecoanapa,MX,16.5167,-98.75,84.4,47,0,10.63,clear sky
630,Road Town,VG,18.4167,-64.6167,80.6,69,40,11.5,scattered clouds
631,Krasnoarmeysk,RU,51.0239,45.6969,32.36,98,100,7.09,overcast clouds
632,Lalmohan,BD,22.3384,90.7419,78.39,59,55,5.97,light rain
633,Acarau,BR,-2.8856,-40.12,77.23,83,66,9.69,broken clouds
634,Manta,EC,-0.95,-80.7333,82.4,74,20,9.22,few clouds
635,Ejea De Los Caballeros,ES,42.1263,-1.1372,54.0,66,0,11.5,clear sky
636,Humaita,BR,-7.5061,-63.0208,75.42,95,96,2.95,light rain
637,Potosi,BO,-19.5836,-65.7531,50.25,64,99,6.11,overcast clouds
638,Almaznyy,RU,48.0448,40.045,42.8,75,40,4.47,scattered clouds
639,Kisesa,TZ,-3.0833,34.15,62.94,85,100,4.09,light rain
640,Okaihau,NZ,-35.3167,173.7833,69.01,80,99,7.0,overcast clouds
641,Elat,IL,29.5581,34.9482,59.0,36,0,17.27,clear sky
642,Davila,PH,18.4726,120.5763,75.2,94,20,2.3,few clouds
643,Sanary-Sur-Mer,FR,43.1178,5.8001,55.0,56,0,4.0,clear sky
644,Metairie,US,29.9841,-90.1528,84.2,65,75,10.36,broken clouds
645,Nyurba,RU,63.2842,118.3319,7.75,98,94,3.0,overcast clouds
646,Bagdarin,RU,54.4333,113.6,10.22,92,96,5.7,overcast clouds
647,Bumba,CD,2.1833,22.4667,72.77,79,62,1.43,broken clouds
648,Zaigrayevo,RU,51.8336,108.2703,24.8,68,20,4.47,few clouds
649,Proddatur,IN,14.7333,78.55,78.84,51,41,4.92,scattered clouds
650,Kuryk,KZ,43.2,51.65,41.61,78,38,14.5,scattered clouds
651,Richards Bay,ZA,-28.783,32.0377,69.96,86,72,17.45,light rain
652,Yevlax,AZ,40.6089,47.1492,39.2,87,90,5.75,overcast clouds
653,Saint-Medard-En-Jalles,FR,44.8969,-0.7214,48.99,66,0,5.75,clear sky
654,Vila Franca Do Campo,PT,37.7167,-25.4333,53.6,87,20,5.75,few clouds
655,Abha,SA,18.2164,42.5053,62.6,51,0,1.43,clear sky
656,Kavaratti,IN,10.5669,72.642,82.69,77,100,3.89,overcast clouds
657,Pamplona,ES,42.8169,-1.6432,51.01,76,0,4.61,clear sky
658,Lisakovsk,KZ,52.5369,62.4936,23.38,96,92,9.15,overcast clouds
659,Kanalion,GR,39.6056,19.8925,54.0,81,0,3.47,clear sky
660,Tobane,BW,-21.95,27.9,72.48,32,0,6.64,clear sky
661,Ravar,IR,31.2656,56.8055,76.01,16,14,27.6,few clouds
662,Young,UY,-32.6833,-57.6333,66.0,88,95,8.25,overcast clouds
663,New Amsterdam,GY,6.25,-57.5167,76.77,84,15,5.64,few clouds
664,Kieta,PG,-6.2167,155.6333,82.63,75,94,6.04,light rain
665,Motatei,RO,44.0833,23.2,48.0,56,0,4.61,clear sky
666,Kabugao,PH,18.0217,121.1842,70.83,97,60,2.24,broken clouds
667,Diffa,NE,13.3154,12.6113,77.32,23,0,17.07,clear sky
668,Rudnyy,KZ,52.9594,63.1206,21.2,93,78,4.47,mist
669,Nadym,RU,65.5333,72.5167,-8.59,99,10,8.86,clear sky
670,Washington,US,47.5001,-120.5015,64.0,30,81,1.99,broken clouds
671,Brokopondo,SR,4.75,-55.1667,77.59,83,70,9.98,light rain
672,Sorland,NO,67.667,12.6934,37.99,93,100,22.17,overcast clouds
673,Mandalgovi,MN,45.7625,106.2708,20.48,56,5,12.15,clear sky
674,Ola,RU,59.5833,151.2833,-0.45,94,83,3.51,broken clouds
675,Voh,NC,-20.9667,164.7,85.41,60,1,2.59,clear sky
676,Faro,PT,37.0194,-7.9322,64.4,52,0,6.91,clear sky
677,Buala,SB,-8.145,159.5921,83.12,77,63,9.53,moderate rain
678,Tanabe,JP,33.7333,135.3667,61.47,80,100,16.49,overcast clouds
679,Lubartow,PL,51.4603,22.6095,46.4,93,75,6.91,broken clouds
680,Kibala,TD,9.1104,18.3463,89.6,40,0,3.76,light rain
681,Ibra,OM,22.6906,58.5334,74.26,47,18,1.57,few clouds
682,Santa Rosa,PH,14.3122,121.1114,79.0,78,20,5.75,few clouds
683,Ixtapa,MX,20.7,-105.2,73.4,73,75,12.66,broken clouds
684,Leshukonskoye,RU,64.8989,45.7622,19.09,96,21,4.72,few clouds
685,Hirara,JP,24.8,125.2833,73.4,100,75,12.66,broken clouds
686,Cascais,PT,38.6979,-9.4215,62.01,59,34,10.0,scattered clouds
687,Aswan,EG,24.0934,32.907,62.47,24,0,14.97,clear sky
688,Daura,NG,11.5538,11.4085,73.78,15,27,11.21,scattered clouds
689,Celestun,MX,20.8667,-90.4,88.61,56,24,10.07,few clouds
690,Opuwo,NA,-18.0607,13.84,71.31,65,83,3.58,broken clouds
691,Alpena,US,45.0617,-83.4327,36.0,86,90,6.91,overcast clouds
692,Gazanjyk,TM,39.2446,55.5154,52.88,60,100,16.08,overcast clouds
693,Roma,US,43.2128,-75.4557,50.0,57,90,1.61,overcast clouds
694,Sangar,RU,63.9242,127.4739,13.51,95,100,3.44,light snow
695,Poya,NC,-21.35,165.15,83.57,64,0,1.61,clear sky
696,Bairiki,KI,1.3292,172.9752,82.4,78,20,8.05,few clouds
697,Matara,LK,5.9485,80.5353,76.19,83,100,3.15,overcast clouds
698,Whittlesea,ZA,-32.1759,26.8244,51.42,82,81,4.05,broken clouds
699,Vengerovo,RU,55.6848,76.7471,23.11,98,100,2.8,overcast clouds
700,Pechora,RU,65.1472,57.2244,19.62,92,94,6.69,overcast clouds
701,Chapais,CA,49.7834,-74.8492,39.2,38,1,6.91,clear sky
