City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description 
456,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,67,20,9.22,few clouds
457,Takoradi,GH,4.8845,-1.7554,83.93,70,66,11.03,broken clouds
458,Qovlar,AZ,40.948,45.735,41.0,87,90,11.5,overcast clouds
459,Avintes,PT,41.1175,-8.5499,66.99,63,0,8.05,clear sky
460,Markkleeberg,DE,51.2833,12.4,44.01,87,20,19.57,few clouds
461,Nabire,ID,-3.3667,135.4833,75.72,95,100,4.94,overcast clouds
462,Laguna,US,38.421,-121.4238,55.99,58,1,3.31,clear sky
463,Bayji,IQ,34.9311,43.487,57.16,20,0,15.48,clear sky
464,Rio Grande,BR,-32.035,-52.0986,78.8,69,75,9.22,light rain
465,Palafrugell,ES,41.9174,3.1631,61.0,22,44,7.99,scattered clouds
466,Charters Towers,AU,-20.1,146.2667,71.44,82,0,7.72,clear sky
467,San Cristobal,VE,7.7669,-72.225,73.4,100,75,3.44,fog
468,Vanavara,RU,60.34,102.2797,18.39,95,90,6.4,overcast clouds
469,Morros,BR,-9.4467,-46.3003,86.43,52,100,0.87,overcast clouds
470,Canton,CN,23.1167,113.25,77.0,78,75,4.47,broken clouds
471,Montemor-O-Novo,PT,38.6481,-8.2145,73.4,31,0,6.91,clear sky
472,Den Helder,NL,52.9599,4.7593,46.4,61,28,21.85,scattered clouds
473,Hwange,ZW,-18.3693,26.5019,80.4,42,76,4.9,broken clouds
474,Todos Santos,MX,23.45,-110.2167,63.0,81,11,3.0,few clouds
475,Akdepe,TM,42.0551,59.3788,55.4,47,0,6.91,clear sky
476,Ploemeur,FR,47.7333,-3.4333,55.99,62,75,14.97,broken clouds
477,Sangar,RU,63.9242,127.4739,14.09,96,100,5.08,light snow
478,Alto Araguaia,BR,-17.3147,-53.2153,84.24,40,36,8.39,scattered clouds
479,Olga,RU,43.7444,135.2892,36.03,91,100,3.78,overcast clouds
480,Chernyshevskiy,RU,63.0128,112.4714,19.85,95,99,6.82,overcast clouds
481,Abbeville,FR,50.1,1.8333,50.0,66,41,13.8,scattered clouds
482,Prainha,BR,-1.8,-53.48,84.34,63,73,4.92,broken clouds
483,Batticaloa,LK,7.7102,81.6924,81.05,76,99,7.27,overcast clouds
484,Weyburn,CA,49.6668,-103.8511,32.0,51,97,8.05,light snow
485,Anloga,GH,5.7947,0.8973,87.8,66,20,13.8,few clouds
486,Monastyrshchina,RU,54.3496,31.838,35.55,94,79,3.11,broken clouds
487,Torres,BR,-29.3353,-49.7269,75.67,82,98,1.83,light rain
488,Biloela,AU,-24.4167,150.5,67.89,83,1,2.77,clear sky
489,Bandundu,CD,-3.3167,17.3667,83.1,68,58,2.3,broken clouds
490,Sosnovo-Ozerskoye,RU,52.5249,111.5418,15.13,89,100,5.93,overcast clouds
491,Tarko-Sale,RU,64.9225,77.785,2.64,96,49,12.39,scattered clouds
492,Keetmanshoop,NA,-26.5833,18.1333,77.45,15,0,6.53,clear sky
493,Nouakchott,MR,18.0858,-15.9785,78.8,50,0,25.32,sand
494,Vallenar,CL,-28.5708,-70.7581,79.95,31,0,6.89,clear sky
495,Evansville,US,37.9748,-87.5558,66.99,55,75,5.75,broken clouds
496,Banjarmasin,ID,-3.3244,114.591,77.0,94,81,2.3,broken clouds
497,Stromness,GB,58.965,-3.296,44.6,61,20,11.5,few clouds
498,Nome,US,64.5011,-165.4064,-7.01,77,1,5.19,clear sky
499,Del Rio,US,29.3627,-100.8968,75.2,64,20,5.75,few clouds
500,Acari,PE,-15.4311,-74.6158,81.01,54,68,9.24,broken clouds
501,Jiazi,CN,22.8779,116.067,71.92,87,4,6.2,clear sky
502,Arlit,NE,18.7369,7.3853,86.65,5,0,6.49,clear sky
503,Nagorsk,RU,59.3172,50.8078,22.78,91,47,4.99,scattered clouds
504,Chihuahua,MX,28.5,-106.0,59.0,11,1,5.75,clear sky
505,Belmonte,BR,-15.8631,-38.8828,84.2,61,40,13.8,scattered clouds
506,Melfi,IT,40.9965,15.6514,68.0,40,0,6.91,clear sky
507,Mahajanga,MG,-15.7167,46.3167,82.4,78,20,6.91,few clouds
508,Alihe,CN,50.5667,123.7167,31.96,96,100,4.14,overcast clouds
509,Paraiso,CR,9.8383,-83.8656,77.0,60,40,19.57,scattered clouds
510,Padang,ID,-0.9492,100.3543,78.8,94,90,2.3,overcast clouds
511,Lenoir,US,35.2335,-77.6497,78.01,83,40,4.61,scattered clouds
512,Shuyskoye,RU,59.3736,41.0305,32.65,97,100,1.74,overcast clouds
513,Marawi,PH,7.9986,124.2928,77.0,90,100,3.0,overcast clouds
514,Saint-Ambroise,CA,48.5501,-71.3324,35.01,80,95,9.22,overcast clouds
515,Kulhudhuffushi,MV,6.6221,73.07,83.08,77,100,10.25,moderate rain
516,Konstantinovka,RU,49.6167,127.9833,36.25,92,100,4.47,overcast clouds
517,Fukue,JP,32.6881,128.8419,64.17,95,100,30.78,light rain
518,Kalmunai,LK,7.4167,81.8167,80.2,77,99,5.46,overcast clouds
519,Keti Bandar,PK,24.1447,67.4497,79.99,65,7,12.1,clear sky
520,Carballo,ES,43.213,-8.691,60.01,70,0,5.01,clear sky
521,Kensington,AU,-33.9167,151.2167,66.2,63,0,8.05,clear sky
522,Wodonga,AU,-36.1167,146.8833,51.01,100,22,2.21,few clouds
523,Dunedin,NZ,-45.8742,170.5036,62.01,66,83,1.01,broken clouds
524,Kununurra,AU,-15.7667,128.7333,80.6,89,97,3.44,overcast clouds
525,Duku,NG,11.2361,4.9073,100.22,8,16,9.51,few clouds
526,Lazarev,RU,52.225,141.5131,6.49,98,59,4.92,broken clouds
527,Chivay,PE,-15.6383,-71.6011,55.6,59,89,6.31,overcast clouds
528,Kismayo,SO,-0.3582,42.5454,80.89,73,22,14.56,few clouds
529,Touros,BR,-5.1989,-35.4608,80.6,89,40,13.8,scattered clouds
530,Prattville,US,32.464,-86.4597,81.0,73,90,6.91,overcast clouds
531,Chase,CA,50.8165,-119.6857,41.0,81,78,1.14,broken clouds
532,Barranca,PE,-10.75,-77.7667,73.4,71,54,7.61,broken clouds
533,Almaznyy,RU,48.0448,40.045,46.4,76,40,6.71,scattered clouds
534,Chuguyevka,RU,44.1653,133.8633,33.62,93,100,4.54,overcast clouds
535,Dawei,MM,14.0833,98.2,78.85,86,63,0.87,broken clouds
536,Homer,US,59.6425,-151.5483,28.0,63,90,6.91,overcast clouds
537,Scarborough,GB,54.2797,-0.4044,50.0,56,95,3.0,overcast clouds
538,Rincon De La Victoria,ES,36.7172,-4.2758,66.0,72,20,8.05,few clouds
539,Turbat,PK,26.0023,63.044,84.61,45,24,6.78,few clouds
540,Andros,GR,37.8333,24.9333,54.0,44,2,2.53,clear sky
541,Yelizovo,RU,53.1873,158.3805,28.4,50,40,29.08,scattered clouds
542,Peniche,PT,39.3558,-9.3811,66.0,59,100,10.0,overcast clouds
543,General Cepeda,MX,25.3833,-101.45,64.4,36,1,4.74,clear sky
544,Mehriz,IR,31.5917,54.4318,84.2,14,12,18.41,sand
545,Mount Pleasant,US,32.7941,-79.8626,82.0,74,20,9.73,haze
546,North Bend,US,43.4065,-124.2243,44.01,100,90,4.99,fog
547,Chulman,RU,56.8479,124.9104,19.85,96,100,1.9,light snow
548,Sarangani,PH,5.4033,125.4636,81.97,78,100,13.76,overcast clouds
549,Nizwa,OM,22.9333,57.5333,87.58,15,18,1.14,few clouds
550,Colac,AU,-38.3333,143.5833,51.01,97,95,5.75,overcast clouds
551,Mangochi,MW,-14.4782,35.2645,72.97,88,16,4.63,light rain
552,San Francisco,US,37.7749,-122.4194,57.2,67,1,2.82,clear sky
553,Shimanovsk,RU,52.0,127.7,32.5,95,100,4.74,overcast clouds
554,Hualmay,PE,-11.0964,-77.6139,73.98,73,57,6.73,broken clouds
555,Bardiyah,LY,31.7561,25.0865,57.09,52,7,13.24,clear sky
556,Vila,PT,42.0304,-8.1588,66.99,37,1,1.99,clear sky
557,Lubango,AO,-14.9172,13.4925,61.5,96,100,3.78,moderate rain
558,Krasnogorsk,RU,55.8225,37.3181,44.6,45,0,6.71,clear sky
559,Katherine,AU,-14.4667,132.2667,77.0,83,48,4.61,light rain
560,Priboj,BA,44.6028,18.9314,62.6,34,75,8.05,broken clouds
561,Nouadhibou,MR,20.931,-17.0347,69.8,68,0,20.71,clear sky
562,Sciacca,IT,37.5082,13.0881,60.01,52,82,8.99,broken clouds
563,Doume,CM,4.2333,13.45,89.4,35,85,3.69,overcast clouds
564,Aparecida Do Taboado,BR,-20.0867,-51.0936,93.94,27,8,6.58,clear sky
565,Ust-Kuyga,RU,70.0167,135.6,1.81,98,100,3.96,overcast clouds
566,Khanpur,PK,28.6453,70.6567,89.49,15,0,4.59,clear sky
567,Danjiangkou,CN,32.5428,111.5086,57.0,43,2,2.68,clear sky
568,Manokwari,ID,-0.8667,134.0833,77.25,83,100,4.85,overcast clouds
569,Sterling,US,39.0062,-77.4286,69.01,45,1,10.36,clear sky
570,Niksar,TR,40.5917,36.9517,38.68,84,91,3.58,overcast clouds
571,Vilkija,LT,55.05,23.5833,53.6,43,75,9.22,broken clouds
572,Jibuti,DJ,11.5,42.5,84.2,54,1,3.44,clear sky
573,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,86.0,66,0,4.61,clear sky
574,Hervey Bay,AU,-25.2986,152.8535,72.0,77,6,1.01,clear sky
575,Bage,BR,-31.3314,-54.1069,75.2,78,90,5.75,light rain
576,Nguruka,TZ,-5.1092,31.0419,69.06,85,85,2.86,light rain
577,Storforshei,NO,66.4043,14.5233,39.99,87,75,3.44,light rain
578,Clovis,US,36.8252,-119.7029,57.99,54,1,3.44,clear sky
579,Tessalit,ML,20.1986,1.0114,87.49,4,0,15.9,clear sky
580,Vao,NC,-22.6667,167.4833,77.7,80,4,11.59,clear sky
581,Kieta,PG,-6.2167,155.6333,78.67,85,100,5.37,moderate rain
582,Newport,GB,51.5877,-2.9984,52.0,69,91,1.99,overcast clouds
583,Turukhansk,RU,65.8167,87.9833,9.64,98,100,5.53,overcast clouds
584,Rantepao,ID,-2.9701,119.8978,68.23,98,100,2.04,light rain
585,Three Hills,CA,51.7001,-113.2686,37.99,86,85,10.36,overcast clouds
586,Panjab,AF,34.388,67.0233,37.09,97,90,2.57,overcast clouds
587,La Libertad,EC,-2.2333,-80.9,78.8,73,0,6.91,clear sky
588,Samfya,ZM,-11.3649,29.5565,68.65,85,23,4.94,light rain
589,Lev Tolstoy,RU,53.2134,39.446,32.54,94,100,5.3,overcast clouds
590,Dwarka,IN,22.2394,68.9678,80.19,69,36,14.74,scattered clouds
591,Jining,CN,35.405,116.5814,53.28,85,2,7.58,clear sky
592,Sovetsk,RU,55.0839,21.8785,54.0,59,93,14.38,overcast clouds
593,Zhangjiakou,CN,40.81,114.8794,50.9,18,77,16.04,broken clouds
594,Suba,PH,10.8438,121.0102,82.65,78,100,15.5,overcast clouds
595,Tamiahua,MX,21.2667,-97.45,78.3,75,93,5.5,overcast clouds
596,Taft,IR,31.7471,54.2088,84.2,14,44,18.41,sand
597,Praia Da Vitoria,PT,38.7333,-27.0667,62.6,77,75,4.12,broken clouds
598,Kuching,MY,1.55,110.3333,77.0,100,20,2.26,few clouds
599,Olafsvik,IS,64.8945,-23.7142,27.23,54,100,30.06,overcast clouds
600,Nichinan,JP,31.6,131.3667,62.35,89,99,14.5,overcast clouds
601,Simpang,ID,-1.2667,104.0833,74.66,96,61,2.04,broken clouds
602,Charagua,BO,-19.8,-63.2167,64.4,100,90,7.87,overcast clouds
603,Yerbogachen,RU,61.2767,108.0108,14.79,95,98,5.06,overcast clouds
604,Galashki,RU,43.1136,44.9894,48.0,53,40,8.95,scattered clouds
605,Nuqui,CO,5.7125,-77.2708,77.86,82,100,5.64,overcast clouds
606,Maxixe,MZ,-23.8597,35.3472,80.6,78,40,6.91,light rain
607,Leshukonskoye,RU,64.8989,45.7622,19.92,95,9,3.31,clear sky
608,Paso De Carrasco,UY,-34.8603,-56.0522,73.4,73,75,10.36,broken clouds
609,Kalininskaya,RU,45.4822,38.6628,48.0,72,6,8.01,clear sky
610,Cayhagan,PH,9.6697,122.4256,79.84,77,71,6.85,broken clouds
611,Atasu,KZ,48.6814,71.6433,33.12,97,100,5.75,overcast clouds
612,Wasilla,US,61.5814,-149.4394,23.0,93,90,1.83,overcast clouds
613,Balabac,PH,7.9868,117.0645,81.64,78,7,8.57,clear sky
614,Los Llanos De Aridane,ES,28.6585,-17.9182,69.8,73,40,9.22,scattered clouds
615,Yazman,PK,29.1212,71.7446,91.58,13,0,8.61,clear sky
616,Jumla,NP,29.2747,82.1838,47.39,57,45,4.72,scattered clouds
617,Obo,CF,5.3998,26.4869,82.33,51,54,3.0,broken clouds
618,Cururupu,BR,-1.8283,-44.8683,77.58,85,100,1.32,overcast clouds
619,Nantucket,US,41.2835,-70.0995,51.8,66,1,8.05,clear sky
620,Muromtsevo,RU,56.3724,75.2418,27.36,97,100,2.15,light snow
621,Ossora,RU,59.2353,163.0719,10.36,92,100,12.1,overcast clouds
622,Esperantinopolis,BR,-4.8667,-44.7083,83.07,69,100,0.58,overcast clouds
623,Port Hawkesbury,CA,45.6169,-61.3485,36.0,93,75,13.8,light snow
624,Ouadda,CF,8.0777,22.4007,90.1,25,49,3.15,scattered clouds
625,Visnes,NO,59.3556,5.2242,46.4,71,40,10.36,scattered clouds
626,Karangasem,ID,-8.45,115.6167,82.4,89,40,2.3,scattered clouds
627,Ewo,CG,-0.8725,14.8206,84.69,58,85,6.85,overcast clouds
628,La Palma,US,33.8464,-118.0467,59.0,62,1,1.32,clear sky
629,Kinsale,IE,51.7075,-8.5306,48.99,100,75,26.46,light rain
630,Mayo,US,38.8876,-76.5119,68.0,51,1,9.22,clear sky
631,Surt,LY,31.2089,16.5887,61.59,51,2,9.48,clear sky
632,Sept-Iles,CA,50.2001,-66.3821,28.0,39,100,5.75,overcast clouds
633,Hobyo,SO,5.3505,48.5268,81.23,76,22,15.21,few clouds
634,Asau,RO,46.4333,26.4,53.01,30,8,3.29,clear sky
635,Karaton,ID,-6.3424,106.1045,81.0,89,40,4.61,light rain
636,Cuauhtemoc,MX,28.4167,-106.8667,59.0,12,5,8.01,clear sky
637,Atkarsk,RU,51.8718,45.0078,33.13,98,100,7.99,overcast clouds
638,Belyy Yar,RU,53.6039,91.3903,26.6,80,55,6.71,smoke
639,Port Macquarie,AU,-31.4333,152.9167,62.01,92,4,5.64,clear sky
640,Mount Isa,AU,-20.7333,139.5,78.8,29,0,9.22,clear sky
641,Cabo Rojo,PR,18.0866,-67.1457,84.99,65,0,3.0,clear sky
642,Voh,NC,-20.9667,164.7,77.11,82,88,3.27,overcast clouds
643,Nagato,JP,34.3833,131.2,59.0,82,75,17.27,moderate rain
644,Port Hardy,CA,50.6996,-127.4199,44.6,87,90,4.61,overcast clouds
645,Fauske,NO,67.2588,15.3918,39.99,91,100,2.51,light rain
646,Puerto Escondido,MX,15.85,-97.0667,87.8,84,1,4.92,clear sky
647,Palu,ID,-0.8917,119.8707,74.73,97,100,1.07,light rain
648,Bontang,ID,0.1333,117.5,76.12,91,98,2.28,light rain
649,Namibe,AO,-15.1961,12.1522,82.4,74,40,16.11,scattered clouds
650,Svetlogorsk,BY,52.6333,29.7333,48.56,58,14,1.1,few clouds
651,Islamkot,PK,24.6997,70.177,85.23,24,0,14.76,clear sky
652,Betsiamites,CA,48.9413,-68.646,26.6,59,1,17.27,clear sky
653,Ahuimanu,US,21.4447,-157.8378,73.4,78,20,6.91,few clouds
654,Xuanhua,CN,40.6103,115.0447,54.21,22,69,16.49,broken clouds
655,Larsnes,NO,62.2028,5.5773,39.99,84,46,8.99,scattered clouds
656,Saint-Louis,SN,16.3333,-15.0,104.0,10,0,2.3,clear sky
657,Swan Hill,AU,-35.3378,143.5544,58.06,59,10,7.02,clear sky
658,Suoyarvi,RU,62.0833,32.35,32.22,97,74,4.12,broken clouds
659,Anadyr,RU,64.75,177.4833,-11.0,77,0,2.24,clear sky
660,Flagstaff,US,35.1981,-111.6513,37.99,64,1,20.71,clear sky
661,Evensk,RU,61.95,159.2333,-7.55,87,13,9.93,few clouds
662,Rabaul,PG,-4.1967,152.1721,79.25,78,93,5.46,overcast clouds
663,Melfort,CA,52.8667,-104.6177,23.0,68,32,3.44,scattered clouds
664,Dukat,RU,62.55,155.55,-18.36,98,87,3.24,overcast clouds
665,Port-Gentil,GA,-0.7193,8.7815,82.4,78,20,6.91,few clouds
666,Beira,MZ,-19.8436,34.8389,86.0,83,40,6.91,scattered clouds
667,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,91.4,46,40,6.91,scattered clouds
668,Kaoma,ZM,-14.7833,24.8,67.96,86,100,3.51,overcast clouds
669,Port Blair,IN,11.6667,92.75,82.47,76,98,4.14,overcast clouds
670,Disna,BY,55.568,28.1971,48.07,68,83,6.8,broken clouds
671,Innisfail,AU,-17.5333,146.0333,74.8,92,44,4.0,light rain
672,Zherdevka,RU,51.8486,41.4606,33.35,98,100,8.43,overcast clouds
673,Karpathos,GR,35.507,27.2132,57.2,51,20,16.11,few clouds
674,Karratha,AU,-20.7377,116.8463,83.16,67,90,8.93,overcast clouds
675,Kabwe,ZM,-14.4469,28.4464,67.53,90,93,4.21,light rain
676,Zabid,YE,14.1951,43.3152,82.11,51,13,5.61,few clouds
677,Guatire,VE,10.4762,-66.5427,82.4,83,40,6.91,scattered clouds
678,La Rioja,ES,42.25,-2.5,62.6,45,0,4.61,clear sky
679,Torquay,GB,50.4638,-3.5143,52.0,75,85,8.01,overcast clouds
680,Puerto Del Rosario,ES,28.5004,-13.8627,77.0,44,40,12.66,scattered clouds
681,Saint-Georges,GD,12.0564,-61.7485,86.0,66,40,27.63,scattered clouds
682,Usakos,NA,-22.0,15.6,83.05,26,3,13.69,clear sky
683,Japura,ID,-0.3167,102.35,73.83,94,66,1.66,broken clouds
684,Vanimo,PG,-2.6741,141.3028,78.57,87,96,3.31,overcast clouds
685,Hangu,CN,39.2489,117.7892,52.0,100,75,2.24,mist
686,Bolshaya Glushitsa,RU,50.2406,43.5908,41.0,79,100,1.99,overcast clouds
